id,original_title,adult,original_language,popularity,release_date,budget,profit (revenue-budget),runtime,status,vote_average,vote_count
20943,The Ugly Truth,2,en,8.450799,7/24/2009,38000000,167298907,96,Released,6.4,1005
20963,День выборов,2,ru,0.896702,1/1/2007,0,0,122,Released,7.6,24
20968,Sarkar,2,hi,2.004745,7/1/2005,1900000,4000000,123,Released,6.9,17
20969,작업의 정석,2,ko,2.449703,12/21/2005,0,0,100,Released,6,16
20981,The Call of Cthulhu,2,en,3.324295,1/1/2005,50000,-50000,47,Released,6.9,41
20983,Hooking Up,2,en,1.517949,1/1/2009,0,0,95,Released,2.8,9
20986,天元突破グレンラガン 紅蓮篇Gekijouban Tengen Toppa Gurren Lagann: Gurren-hen,2,ja,3.512528,9/6/2008,0,0,110,Released,6.9,20
20989,18 Fingers of Death!,2,en,0.142365,4/11/2006,0,0,87,Released,5,3
20992,Брат,2,ru,3.911557,1/1/1997,0,0,96,Released,6.9,54
20993,Брат 2,2,ru,2.131384,1/1/2000,1500000,-1500000,122,Released,7.2,39
20994,Жмурки,2,ru,1.76146,5/26/2005,0,0,111,Released,6.6,20
20995,Allt Flyter,2,sv,0.98955,12/25/2008,0,0,98,Released,5.2,11
20996,Smashing Pumpkins: If All Goes Wrong,2,en,0.023065,11/11/2008,0,0,271,Released,0,0
21001,Like It Is,2,en,0.683513,4/17/1998,0,0,90,Released,5.5,11
21013,Kenny Begins,2,sv,1.278297,3/25/2009,0,0,88,Released,5.8,4
21014,Keeping Up with the Steins,2,en,8.433369,5/12/2006,0,0,90,Released,5.2,18
21026,Beogradski fantom,2,sr,0.484569,3/27/2009,1000000,-1000000,82,Released,5.5,5
21033,Beautiful,2,en,2.713961,4/27/2009,1500000,-1444000,97,Released,4.6,17
21039,Rogue Trader,2,en,3.280984,1/1/1999,0,0,101,Released,6,38
21040,Livvakterna,2,sv,1.723103,8/10/2001,0,0,112,Released,6.3,9
21041,Den tredje vågen,2,sv,1.7972,10/15/2003,4667404,-4667404,115,Released,6.2,12
21043,El método,2,es,3.049732,9/22/2005,0,0,115,Released,6.8,38
21044,Surviving Sid,2,en,6.855234,10/20/2008,0,0,7,Released,6.2,23
21052,Levity,2,en,2.400607,3/16/2003,7500000,-7290849,100,Released,5.9,26
21055,All Over the Guy,2,en,7.332279,3/7/2001,0,1051948,95,Released,5.6,23
21056,Big Eden,2,en,1.629476,4/18/2000,0,512451,117,Released,6.1,13
21059,Girls Will Be Girls,2,en,0.450419,7/5/2003,0,0,79,Released,5,9
21060,It's in the Water,2,en,0.666315,1/30/1997,0,0,100,Released,6.3,5
21062,"Achtung, Fertig, Charlie!",2,de,1.430701,9/18/2003,0,0,92,Released,6.8,6
21072,Noll tolerans,2,sv,1.698838,10/29/1999,0,0,108,Released,6.7,15
21073,Das Goebbels-Experiment,2,de,0.752885,4/13/2005,0,0,0,Released,6.1,5
21074,Brick Lane,2,en,0.834664,11/16/2007,0,0,102,Released,5.2,15
21115,바람의 파이터,2,ko,2.145287,8/12/2004,6000000,-6000000,120,Released,6.7,25
21118,Waking Up in Reno,2,en,3.093697,12/13/2002,0,261603,91,Released,5,23
21131,Harvie Krumpet,2,en,5.558811,10/23/2003,0,0,23,Released,7,50
21132,Monument Ave.,2,en,2.258288,9/25/1998,0,0,93,Released,6.3,8
21136,ナイスの森 The First Contact,2,ja,1.49222,10/25/2005,0,0,150,Released,6,15
21138,The Sandlot: Heading Home,2,en,4.19422,5/1/2007,0,0,96,Released,5.6,16
21141,Simon Says,2,en,6.624127,1/1/2006,0,0,87,Released,5.2,24
21145,Louise-Michel,2,fr,2.999862,9/23/2008,0,0,94,Released,6.5,19
21153,Flock of Dodos: The Evolution-Intelligent Design Circus,2,en,0.672521,1/1/2006,0,0,84,Released,5.6,5
21156,Šílení,2,cs,2.365427,11/17/2005,0,0,118,Released,6.7,18
21167,SM Rechter,2,nl,1.244851,3/11/2009,0,0,84,Released,6.5,10
21173,Death of a President,2,en,4.028906,10/27/2006,2000000,-1833000,97,Released,5.7,18
21175,Lakshya,2,hi,1.608795,6/18/2004,483719,-483719,186,Released,6.7,29
21176,Final,2,en,1.117728,6/8/2001,0,0,111,Released,6,9
21179,American Violet,2,en,2.030129,1/1/2008,0,0,103,Released,7.2,9
21181,Lucky Miles,2,en,0.214606,7/19/2007,0,0,105,Released,5.3,3
21182,Young @ Heart,2,en,1.582832,10/2/2008,0,0,107,Released,7.6,20
21189,Lost in La Mancha,2,en,4.128414,2/11/2002,0,0,93,Released,7.2,63
21191,Sin Nombre,2,es,5.435993,3/20/2009,0,5101756,96,Released,7.3,139
21194,Casi Divas,2,en,0.536386,8/21/2008,0,0,107,Released,7,3
21198,Saint Ange,2,fr,2.373442,6/23/2004,0,0,98,Released,5.2,27
21200,Confidences trop intimes,2,fr,6.91026,2/5/2004,0,0,104,Released,5.8,17
21208,Orphan,2,en,8.730934,7/24/2009,20000000,21596251,123,Released,6.7,1296
21210,दिल से,2,hi,1.891138,8/22/1998,5200000,7800000,163,Released,6.7,29
21214,"One, Two, Many",2,en,0.616565,4/10/2008,0,0,88,Released,4,1
21220,"Frank McKlusky, C.I.",2,en,0.628159,4/26/2002,0,0,83,Released,3.3,4
21231,Katt Williams: American Hustle,2,en,0.248574,1/1/2007,0,0,90,Released,4.3,2
21236,Lonely Street,2,en,1.126681,1/1/2009,0,0,93,Released,5.3,3
21244,Cyclomania,2,fi,0.341369,1/1/2001,1353676,-1353676,93,Released,6.5,5
21245,Kuutamolla,2,fi,0.152494,2/1/2002,0,0,117,Released,6,4
21246,Kids in America,2,en,2.524746,10/21/2005,0,0,91,Released,5.8,9
21250,Charlotte's Web 2: Wilbur's Great Adventure,2,en,1.094403,3/18/2003,0,0,79,Released,4.6,7
21252,Nil by Mouth,2,en,3.035339,5/8/1997,9000000,-9000000,128,Released,7.1,35
21253,"O Que é Isso, Companheiro?",2,pt,1.791965,5/1/1997,0,310724,110,Released,7.3,22
21265,Maqbool,2,hi,0.714608,1/1/2003,0,0,132,Released,7.6,5
21290,Strings,2,en,2.580159,10/24/2004,0,0,88,Released,7.1,18
21293,Gooby,2,en,1.643226,4/17/2009,0,0,99,Released,3.4,7
21295,The Honeymooners,2,en,4.57478,6/10/2005,27000000,-27000000,90,Released,4.1,21
21297,Wake Up Sid,2,hi,1.710257,10/2/2009,3000000,8000000,138,Released,6.8,32
21301,Barbershop 2:  Back in Business,2,en,8.353739,1/20/2004,18000000,47070412,106,Released,5.7,77
21311,I Dreamed of Africa,2,en,2.767134,5/5/2000,34000000,-34000000,114,Released,5.3,18
21316,Leroy & Stitch,2,en,11.193451,6/23/2006,0,0,73,Released,6.5,61
21317,Paramore: The Final Riot!,2,en,0.059843,10/25/2008,0,0,70,Released,10,1
21325,Onmyoji,2,ja,0.450855,10/6/2001,0,0,112,Released,7.3,3
21334,بچه‌های آسمان,2,fa,7.523517,8/1/1997,180000,720000,89,Released,7.8,113
21343,Reverb,2,en,0.728179,2/10/2007,0,0,88,Released,4.8,4
21345,南京!南京!,2,zh,7.216103,4/22/2009,12000000,-1347502,132,Released,7.6,55
21348,Kirikou et la Sorcière,1,fr,5.635856,12/9/1998,0,0,70,Released,7.2,229
21349,Anywhere But Here,2,en,12.593734,11/12/1999,23000000,-4346385,114,Released,5.9,67
21355,All the Pretty Horses,2,en,7.345133,12/11/2000,57000000,-57000000,117,Released,5.8,61
21370,Bootmen,2,en,1.40065,10/5/2000,0,0,89,Released,5.7,7
21371,Goodbye Solo,2,en,1.714522,8/9/2008,0,0,91,Released,6.6,22
21372,Life Is Hot in Cracktown,2,en,0.862541,1/1/2009,0,0,99,Released,7.3,4
21373,Descent,2,en,2.703952,1/1/2007,0,0,110,Released,3.7,16
21379,Bionicle 2: Legends of Metru Nui,2,en,1.53998,1/1/2004,0,0,72,Released,5.8,8
21383,The Butterfly Tattoo,2,en,0.016439,4/17/2009,0,0,101,Released,0,0
21385,"Mickey, Donald, Goofy: The Three Musketeers",2,en,7.673021,8/4/2004,0,0,68,Released,6.3,162
21398,Grace,2,en,4.037911,8/14/2009,5000000,-5000000,84,Released,5.1,44
21407,The Collector,2,en,6.727804,7/9/2009,3400000,110600000,88,Released,6.3,365
21409,La Ventana,2,es,0.924596,9/7/2008,0,0,85,Released,7,3
21413,The Battle of Shaker Heights,2,en,10.536668,8/22/2003,1000000,-1000000,79,Released,5.6,17
21427,La Doublure,2,en,7.696023,3/29/2006,0,29326868,85,Released,6,131
21430,New Rose Hotel,2,en,10.255215,9/5/1998,0,0,93,Released,5,24
21431,Big Game,2,en,0.346654,1/1/2008,0,0,0,Released,3,1
21435,Les Bronzés 3 : Amis pour la vie,2,fr,7.733817,1/1/2006,0,0,95,Released,4.1,190
21442,누구나 비밀은 있다,2,ko,2.005229,7/30/2004,0,0,105,Released,6.2,9
21447,La Carta Esférica,2,en,0.33911,8/31/2007,0,0,0,Released,7.5,1
21452,名探偵コナン １４番目の標的（ターゲット）,2,ja,3.834063,4/19/1998,0,0,99,Released,7.5,30
21461,Lage Raho Munna Bhai,2,en,3.540755,1/1/2006,0,0,144,Released,7.6,45
21467,Der Knochenmann,2,de,2.13223,2/9/2009,0,0,117,Released,7.4,26
21469,Across the Hall,2,en,3.791141,8/27/2009,0,0,93,Released,6.3,30
21474,Bring It On: Fight to the Finish,2,en,0.391552,7/31/2009,0,0,102,Released,6,108
21481,Twitches,2,en,4.232318,10/14/2005,0,0,86,Released,5.6,77
21488,Drôle de Félix,2,fr,1.309157,4/19/2000,0,0,95,Released,5.1,7
21494,Molière,2,fr,4.821828,1/31/2007,0,0,115,Released,6.6,46
21501,Joulutarina,2,fi,2.573902,11/16/2007,0,0,83,Released,7.3,26
21506,ノロイ,2,ja,2.800654,8/20/2005,2000000,-2000000,115,Released,6.9,59
21508,Stranded: I've Come from a Plane That Crashed on the Mountains,2,es,0.283513,11/23/2007,0,0,113,Released,8,4
21509,The Cook,2,en,0.618331,4/1/2008,210000,-210000,85,Released,3.8,9
21513,Moon Child,2,ja,0.571698,4/19/2003,0,0,120,Released,5.6,9
21518,Air Bud: Seventh Inning Fetch,2,en,1.757138,6/18/2002,0,0,93,Released,4.6,34
21522,Da lao ai mei li,2,cn,1.245443,4/8/2004,0,0,104,Released,6.4,9
21525,Tupac: Resurrection,2,en,2.409278,1/23/2003,300000,7508524,112,Released,8,26
21531,플란다스의 개,2,ko,1.409127,2/19/2000,0,0,106,Released,6.2,29
21533,Voyage of the Unicorn,2,en,3.043915,1/1/2001,0,0,170,Released,5.7,14
21534,イバラ-ド時間,2,ja,1.528257,7/4/2007,0,0,30,Released,6.1,12
21535,Orps: The Movie,2,no,0.988834,3/6/2009,0,0,0,Released,5.8,3
21538,The American Astronaut,2,en,1.090137,1/20/2001,0,0,91,Released,6.5,12
21542,Love Don't Cost a Thing,2,en,3.812555,12/12/2003,0,0,105,Released,5.4,42
21544,Hope Springs,2,en,10.284616,5/9/2003,0,0,90,Released,5.1,28
21555,Socha Na tha,2,en,0.43779,3/4/2005,0,0,0,Released,5.7,5
21567,Iqbal,2,en,0.641487,8/26/2005,0,0,150,Released,6.5,20
21571,Mithya,2,hi,0.766631,1/27/2008,0,0,110,Released,6.6,5
21575,Un prophète,2,fr,6.892315,8/26/2009,13000000,-13000000,155,Released,7.5,398
21576,Bill Maher: Be More Cynical,2,en,0.215474,6/10/2000,0,0,68,Released,6.7,8
21578,Bill Maher: I'm Swiss,2,en,0.256005,7/30/2005,0,0,99,Released,6.2,5
21580,Bill Maher: Victory Begins at Home,2,en,0.691764,1/1/2003,0,0,60,Released,6.5,3
21581,"Dédé, à travers les brumes",2,fr,0.981474,3/13/2009,0,0,139,Released,6,5
21583,Management,2,en,12.459106,2/8/2009,0,2434658,94,Released,5.5,102
21596,Thomas est amoureux,2,en,0.369046,9/3/2000,0,0,97,Released,6,2
21605,Thunderpants,2,en,1.452692,5/24/2002,0,0,83,Released,4.6,15
21614,Hera Pheri,2,hi,2.467498,3/31/2000,0,0,123,Released,6.4,39
21616,Cautiva,2,en,0.783709,3/20/2004,0,0,115,Released,7.7,7
21619,King of the Ants,2,en,1.578598,7/28/2003,0,0,102,Released,5.9,21
21620,The Price of Milk,2,en,0.971453,10/13/2000,0,0,87,Released,6,9
21625,Gulaal,2,en,2.053626,3/13/2009,0,0,140,Released,6.7,16
21634,Prayers for Bobby,2,en,9.598968,2/27/2009,0,0,88,Released,7.5,99
21636,Love Takes Wing,2,en,1.570009,4/4/2009,0,0,88,Released,5.6,10
21641,The Damned United,2,en,11.545627,3/27/2009,10000000,-10000000,97,Released,7.2,156
21644,Molokai: The Story of Father Damien,2,en,0.213976,6/20/2002,0,0,0,Released,3.8,3
21657,Northern Lights,2,en,1.739262,3/21/2009,0,0,120,Released,5.8,11
21661,Air Bud: Golden Receiver,2,en,3.576604,8/14/1998,0,10224116,90,Released,4.6,41
21665,ख़ाकी,2,hi,1.393286,1/23/2004,0,0,174,Released,6.2,15
21671,The Comedians of Comedy: Live at The Troubadour,2,en,0.963557,9/18/2007,0,0,135,Released,6.6,7
21683,Batman: Mystery of the Batwoman,2,en,8.26786,10/21/2003,0,0,74,Released,6.6,87
21700,Airbag,2,es,1.879667,6/20/1997,0,0,112,Released,6.5,25
21705,Barbie Diaries,2,en,7.589921,12/31/2005,0,0,70,Released,5.5,83
21707,조폭 마누라,2,ko,1.787893,9/28/2001,0,0,110,Released,6.1,15
21708,조폭 마누라 2: 돌아온 전설,2,ko,1.464944,9/5/2003,0,0,110,Released,6.4,9
21710,Fuck,2,en,2.048857,11/7/2005,0,19791,93,Released,6.6,17
21712,Mind Game,2,ja,3.586257,8/7/2004,0,0,103,Released,8,46
21714,Coven,2,en,0.435088,3/31/2000,0,0,40,Released,6.3,4
21719,The Minus Man,2,en,2.255032,2/25/1999,0,370668,111,Released,6.4,19
21724,Dance Flick,2,en,9.389891,5/22/2009,0,0,83,Released,4.7,73
21736,Everest,2,en,2.096835,3/6/1998,0,76447420,44,Released,6.3,20
21751,Lepel,2,nl,0.309836,2/2/2005,0,1589109,96,Released,0,0
21752,Se Eu Fosse Você 2,2,pt,2.361097,2/1/2009,0,0,96,Released,5.9,55
21753,Everything You Want,2,en,1.464393,1/1/2005,0,0,93,Released,3.3,6
21754,Fahrenhype 9/11,2,en,0.204169,10/5/2004,0,0,80,Released,3,2
21755,The Brothers Bloom,2,en,7.973126,9/9/2008,20000000,-14469236,114,Released,6.8,206
21765,Good Boy!,2,en,6.575505,10/10/2003,17000000,-17000000,87,Released,4.6,31
21769,アミテージ・ザ・サード DUAL-MATRIX,2,ja,3.125124,3/22/2002,0,0,90,Released,6.4,14
21775,Le Concile de pierre,2,en,2.006506,11/15/2006,22000000,-22000000,102,Released,5,9
21776,Le Convoyeur,2,fr,2.461442,4/14/2004,0,0,95,Released,6.4,29
21778,RRRrrrr!!!,2,fr,9.482248,1/28/2004,17820000,-3765639,94,Released,6.2,228
21781,거미숲,2,ko,1.833655,9/3/2004,0,0,112,Released,6.7,33
21784,Ekusute,2,cs,1.341795,2/17/2007,0,0,108,Released,6,25
21786,Fritt vilt,2,no,5.319439,10/13/2006,0,0,97,Released,6.3,91
21788,Les enfants de Timpelbach,2,fr,7.607153,12/17/2008,0,0,133,Released,5.9,98
21791,Drop Dead Sexy,2,en,5.960148,3/12/2005,0,0,83,Released,4.5,15
21792,령,2,ko,1.954925,6/17/2004,0,0,98,Released,6.2,21
21794,In a Dark Place,2,en,1.525381,7/21/2006,0,0,95,Released,3.4,14
21795,두 사람이다,2,ko,1.239318,8/22/2007,0,0,85,Released,5.9,17
21798,Belly 2: Millionaire Boyz Club,2,en,1.108885,8/12/2008,0,0,76,Released,5.3,4
21801,The Slaughter Rule,2,en,3.406102,1/1/2002,0,0,112,Released,6.2,9
21810,Adam & Paul,2,en,3.311706,8/27/2004,0,0,83,Released,6.9,17
21822,Y.M.I. - Yeh Mera India,2,hi,0.751366,8/28/2009,0,0,0,Released,0,0
21832,新世紀エヴァンゲリオン 劇場版 DEATH & REBIRTH シト新生,2,ja,2.545437,3/15/1997,0,0,101,Released,7.4,54
21836,Humanity's End,2,en,0.986736,1/1/2009,0,0,86,Released,2.3,10
21837,Cop Dog,2,en,0.295476,1/1/2008,0,0,0,Released,7,1
21838,Dead & Breakfast,2,en,2.436203,3/16/2004,0,0,88,Released,5.8,36
21841,9-Jun,2,en,0.545307,6/9/2008,0,0,95,Released,5.5,2
21842,Livet är en schlager,2,en,1.433017,11/10/2000,0,0,108,Released,3.6,7
21843,Riot On!,2,en,0.816183,11/12/2004,0,0,78,Released,4.9,5
21847,10.5: Apocalypse,2,en,2.80335,3/18/2006,0,0,169,Released,4.9,33
21851,The Lost,2,en,0.546265,1/1/2009,0,0,94,Released,5,3
21861,LOL (Laughing Out Loud),2,fr,6.011605,6/6/2008,0,0,103,Released,6.5,380
21862,Deep in the Valley,2,en,4.181466,8/28/2009,0,0,87,Released,4.8,28
21864,Wyvern,2,en,1.486371,1/31/2009,0,0,90,Released,5.5,14
21868,Evelyn,2,en,7.724715,12/13/2002,0,0,92,Released,6.5,24
21878,La Linea,2,en,11.630025,11/4/2008,7500000,-7500000,95,Released,4.9,13
21891,Confessions of a Sociopathic Social Climber,2,en,1.744858,3/12/2005,0,0,96,Released,4.4,17
21893,The Abduction Club,2,en,1.652233,7/19/2002,0,0,96,Released,6.7,3
21896,"Ja zuster, nee zuster",2,nl,0.28309,9/6/2002,0,0,102,Released,7.2,6
21900,Shifty,2,en,1.747367,4/24/2009,0,0,85,Released,6,15
21905,Shabd,2,en,0.922522,2/4/2005,2500000,600000,0,Released,5,1
21906,Gupt: The Hidden Truth,2,hi,0.21663,7/4/1997,0,0,175,Released,6.8,12
21910,I Sell The Dead,2,en,3.568522,8/7/2008,0,0,85,Released,6,62
21915,Booty Call,2,en,2.543626,2/26/1997,0,20060051,79,Released,5.6,29
21925,Naqoyqatsi,2,en,2.850011,9/2/2002,3000000,-2986692,89,Released,6.1,37
21927,Dark Corners,2,en,6.636622,5/10/2006,0,0,92,Released,5.5,15
21935,The Haunting Hour: Don't Think About It,2,en,1.935899,9/4/2007,3000000,-3000000,87,Released,5.6,22
21946,Contre-Enquête,2,fr,4.787284,3/7/2007,0,0,85,Released,7,69
21954,Sex Pot,2,en,1.79103,8/18/2009,0,0,90,Released,2.7,16
21956,Scooby-Doo! and the Monster of Mexico,2,en,3.448629,1/1/2003,0,0,75,Released,6.3,33
21959,蟲師,2,ja,1.445941,1/1/2006,0,0,131,Released,6,9
21966,血と骨,2,ja,1.727334,11/6/2004,0,0,140,Released,5.7,13
21972,Like Mike,2,en,5.422624,7/3/2002,30000000,-30000000,99,Released,5.7,101
21974,Money as Debt,2,en,0.873309,1/1/2006,0,0,47,Released,5.8,8
21982,Aankhen,2,hi,1.139385,3/27/2002,0,0,165,Released,5.9,15
21988,Awaydays,2,en,1.173881,4/1/2009,0,0,105,Released,5.4,9
21991,State and Main,2,en,2.864682,8/26/2000,0,0,102,Released,6.5,55
21997,In the Time of the Butterflies,2,en,4.072273,10/21/2001,0,0,95,Released,6.6,14
22007,Train,2,en,3.874811,10/16/2008,0,0,94,Released,4.8,36
22010,Grass,2,en,2.601702,9/15/1999,0,0,80,Released,7,10
22014,Abouna,2,en,0.472956,11/22/2002,0,0,84,Released,6.2,5
22016,L'Homme du train,2,fr,1.560336,9/2/2002,0,0,90,Released,6.9,25
22025,Detroit Metal City,2,ja,1.679952,8/22/2008,0,0,104,Released,6.1,16
22034,De Hel Van Tanger,2,en,1.109493,3/15/2006,0,0,105,Released,5.9,5
22043,The Profit,2,en,0.597295,4/1/2001,0,0,128,Released,4.5,2
22051,Adam,2,en,7.003724,7/29/2009,0,2277396,99,Released,6.9,152
22060,Spirit Trap,2,en,1.099967,8/12/2005,4500000,-4500000,91,Released,4.1,8
22066,The Marsh,2,en,2.827337,5/18/2006,0,0,92,Released,5,21
22072,The Chair,2,en,1.068661,1/1/2007,0,0,89,Released,4,7
22073,Hoodlum,2,en,2.384882,8/27/1997,30000000,-30000000,130,Released,6.5,33
22074,Capitalism: A Love Story,2,en,6.032166,9/6/2009,20000000,-2563491,120,Released,7,168
22075,Angelus,2,pl,0.3313,11/2/2001,0,0,103,Released,8.3,3
22076,Alien Hunter,2,en,3.081045,7/19/2003,7000000,-7000000,100,Released,4.7,39
22084,Dadnapped,2,en,6.60929,1/1/2009,0,0,84,Released,4.6,65
22085,The Last Casino,2,en,1.872955,6/26/2004,0,0,92,Released,7,10
22093,El cielo dividido,2,es,1.58991,2/14/2006,0,0,140,Released,5,13
22099,Rammstein: Live aus Berlin,2,en,0.989113,8/31/1999,0,0,80,Released,9,4
22100,Watching the Detectives,2,en,3.155603,5/1/2007,2000000,-2000000,90,Released,6.6,17
22105,Danika,2,en,10.488933,1/1/2006,0,0,79,Released,5.4,23
22135,Not Forgotten,2,en,3.035571,9/11/2009,0,0,100,Released,5.3,23
22136,Ricky,2,en,3.282278,2/11/2009,0,0,90,Released,5.1,27
22140,Riget II,2,da,0.553169,11/1/1997,0,0,286,Released,6.7,10
22152,Lymelife,2,en,9.813825,9/8/2008,1500000,-1500000,95,Released,6.4,43
22154,Mosaic,2,en,1.47122,1/9/2007,0,0,72,Released,5,1
22156,Nid de guêpes,2,fr,2.463214,1/1/2002,0,0,107,Released,6.1,32
22162,A Kid in Aladdin's Palace,2,en,0.814318,1/1/1998,0,0,89,Released,4.2,5
22164,Blood and Bone,2,en,12.673118,2/7/2009,3700000,-3700000,93,Released,6.6,131
22165,The Bridge to Nowhere,2,en,0.993108,8/17/2009,0,0,105,Released,4.5,7
22166,Fast Lane,2,en,0.268346,2/3/2010,0,0,117,Released,4.2,6
22175,The Shortcut,2,en,14.596309,2/7/2009,0,0,100,Released,4.6,39
22177,Autumn,2,en,1.641025,1/1/2009,0,0,110,Released,3,13
22182,Lezioni di cioccolato,2,en,2.064569,11/23/2007,0,0,99,Released,5.8,42
22194,Besat,2,da,0.529774,6/25/1999,0,0,96,Released,6,3
22200,Once Upon a Time in the Midlands,2,en,1.32996,9/6/2002,0,0,104,Released,5.9,14
22211,Hercules,2,en,1.841647,4/1/2005,0,0,240,Released,5,14
22215,Chéri,2,en,4.164362,2/10/2009,23000000,-13633773,86,Released,5.9,57
22230,Happy Accidents,2,en,9.916094,1/25/2000,0,688510,110,Released,7.1,41
22238,Ha-Kala Ha-Surit,2,he,1.225592,11/11/2004,0,0,97,Released,6.1,13
22241,Firaaq,2,en,0.320519,1/1/2009,0,0,0,Released,5,1
22242,Dirty Deeds,2,en,0.954226,7/18/2002,0,0,110,Released,6.3,9
22256,Without Limits,2,en,3.643468,9/11/1998,25000000,-24222577,117,Released,6.4,20
22259,Bionicle: The Legend Reborn,2,en,2.698356,8/24/2009,0,0,80,Released,4.8,23
22264,America,2,en,0.387065,1/1/2009,0,0,0,Released,2.5,2
22267,Ride with the Devil,2,en,7.059308,11/24/1999,38000000,-37364904,138,Released,6.6,49
22274,Caos Calmo,2,it,3.03607,2/1/2008,0,0,105,Released,6.5,32
22285,Good Copy Bad Copy,2,en,0.400687,1/1/2007,0,0,59,Released,7.2,8
22289,My Flesh and Blood,2,en,0.178846,1/17/2003,0,0,83,Released,6.2,5
22302,Polytechnique,2,fr,5.170568,1/24/2009,0,0,77,Released,6.8,94
22305,Depeche Mode: The Videos 86-98,2,en,0.83297,1/1/1998,0,0,126,Released,8,7
22309,The Fighting Temptations,2,en,2.18689,9/17/2003,15000000,15238577,122,Released,5.3,38
22314,In Too Deep,2,en,1.615319,8/25/1999,7000000,7011454,97,Released,6.3,18
22315,Aitraaz,2,hi,1.280578,11/12/2004,3500000,5750000,159,Released,4.9,17
22316,अजनबी,2,hi,1.742685,9/21/2001,0,0,165,Released,5.3,10
22318,Permanent Midnight,2,en,3.357962,9/12/1998,0,0,88,Released,6,32
22319,Trouble the Water,2,en,1.438503,1/20/2008,0,0,93,Released,6.4,7
22326,Kielletty hedelmä,2,fi,0.631264,2/13/2009,0,0,104,Released,6.9,9
22327,Youth in Revolt,2,en,5.433934,9/11/2009,18000000,-18000000,87,Released,5.9,323
22335,Smash Cut,2,en,1.871453,7/18/2009,0,0,82,Released,4.3,15
22345,Baby Geniuses,2,en,7.707344,3/12/1999,12000000,24450736,97,Released,3.3,75
22358,Остров,2,ru,2.242361,11/23/2006,0,0,112,Released,6.5,38
22371,Minutemen,2,en,7.9865,1/25/2008,0,0,98,Released,5.1,52
22373,Saturno contro,2,it,3.549715,2/23/2007,0,0,110,Released,6.8,71
22398,Tenderness,2,en,3.35167,1/15/2009,0,0,101,Released,5.8,31
22419,Camille,2,en,8.776971,4/13/2008,6000000,-6000000,94,Released,6.1,36
22429,Kyaa Kool Hai Hum,2,en,1.136152,5/6/2005,0,0,172,Released,4.8,8
22447,Is Anybody There?,2,en,3.579347,4/17/2009,0,0,95,Released,5.8,25
22448,Awarapan,2,hi,1.28015,6/29/2007,6000000,-6000000,126,Released,6.3,10
22449,それでもボクはやってない,2,ja,0.705809,1/20/2007,0,0,143,Released,6.8,11
22450,Red Water,2,en,1.012234,8/17/2003,0,0,92,Released,3.3,18
22451,The Bone Snatcher,2,en,6.123475,12/23/2003,0,0,90,Released,4.5,12
22452,The War on Democracy,2,en,1.039916,6/15/2007,0,0,96,Released,7.6,12
22454,Dirty Mind,2,nl,0.510883,1/28/2009,0,0,103,Released,5.6,6
22473,Neverwas,2,en,8.557727,9/9/2005,0,0,108,Released,6.4,31
22476,Infestation,2,en,5.877186,2/5/2009,0,0,93,Released,5.9,81
22484,Tongan Ninja,2,en,1.018876,11/8/2002,50000,-50000,83,Released,4.9,4
22485,loudQUIETloud: A Film About the Pixies,2,en,0.95225,4/21/2006,0,0,85,Released,6.9,10
22488,Love's Abiding Joy,2,en,1.148336,10/6/2006,0,0,87,Released,5.8,12
22489,Last Flight Out,2,en,0.005923,5/6/2004,0,0,82,Released,0,0
22492,It Might Get Loud,2,en,4.857726,8/14/2009,0,1896244,97,Released,7.4,54
22494,Frequently Asked Questions About Time Travel,2,en,7.916957,4/24/2009,0,0,83,Released,7.1,189
22495,"Chelovek, kotoryy znal vsyo",2,ru,0.746165,6/11/2009,0,160829,106,Released,6,3
22498,Patti Smith: Dream of Life,2,en,1.4236,1/1/2008,0,0,109,Released,6.2,8
22502,Les Enfants de la Pluie,2,en,2.462786,6/25/2003,0,0,90,Released,7.6,24
22515,Death Racers,2,en,0.984599,9/28/2008,0,0,90,Released,3.1,9
22520,아치와 씨팍,2,ko,0.53886,6/28/2006,3500000,-3500000,90,Released,6.7,14
22521,L'avocat de la terreur,2,en,1.33924,6/6/2007,0,0,135,Released,6.7,11
22536,박쥐,2,ko,5.213648,4/30/2009,5000000,-5000000,133,Released,7,198
22537,犬夜叉 鏡の中の夢幻城,2,ja,1.243744,12/22/2002,0,0,99,Released,6.6,15
22538,Scott Pilgrim vs. the World,2,en,13.793301,7/27/2010,60000000,-12335441,112,Released,7.2,2185
22551,Believers,2,en,2.209294,6/11/2007,0,0,95,Released,4.5,13
22554,Kummeli Alivuokralainen,2,fi,1.063304,9/12/2008,1300000,-1300000,104,Released,5,11
22555,Jesse Stone: Thin Ice,2,en,3.30642,3/1/2009,0,0,88,Released,6.7,19
22556,The Yellow Handkerchief,2,en,3.919317,12/17/2008,15000000,-14683000,102,Released,6.4,53
22559,Aliens of the Deep,2,en,1.924682,1/21/2005,0,0,47,Released,6.8,19
22573,Last of the Living,2,en,1.790302,5/3/2009,0,0,88,Released,4.6,14
22578,Dédales,2,fr,1.743593,9/9/2003,0,0,100,Released,7,13
22579,My Bestfriend's Girlfriend,2,en,0.010755,2/13/2008,0,0,115,Released,0,0
